phylum,class,order,family,genus,species,jrk_template,Phylum,Class,Order,Family,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,jrk07726,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,
Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Tympanidaceae_gen_Incertae_sedis,Tympanidaceae_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Capnodiales_gen_Incertae_sedis,Capnodiales_sp;sh__SH0074651.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp;sh__SH0154487.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Tremellodendropsidales,Tremellodendropsidales_fam_Incertae_sedis,Tremellodendropsidales_gen_Incertae_sedis,Tremellodendropsidales_sp;sh__SH0150321.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0102563.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp;sh__SH0048800.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA,jrk09156,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",mold,non-aquatic,,,filamentous_mycelium,none,none,,,,
Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp;sh__SH0158609.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0147827.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_fam_Incertae_sedis,Trechisporales_gen_Incertae_sedis,Trechisporales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0013148.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Lecanoromycetes,Lecanoromycetes_ord_Incertae_sedis,Micropeltidaceae,Micropeltidaceae_gen_Incertae_sedis,Micropeltidaceae_sp;sh__SH0121237.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp;sh__SH0069741.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucoromycota,Endogonomycetes,GS22,GS22_fam_Incertae_sedis,GS22_gen_Incertae_sedis,GS22_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp;sh__SH0013598.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila_humilis;sh__SH0097986.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0150251.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Capnodiales_gen_Incertae_sedis,Capnodiales_sp;sh__SH0183512.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_pallidus;sh__SH0155003.10FU,jrk04429,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/russula-lactarius,,
Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp;sh__SH0126797.10FU,jrk08875,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia_sp;sh__SH0091191.10FU,jrk04032,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0147827.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp;sh__SH0013516.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0137450.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0150252.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0147594.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0147815.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp;sh__SH0003272.10FU,jrk08004,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,root_endophyte,soil_saprotroph,ectomycorrhizal_1%_species/ericoid_mycorrhizal_many_species/orchid_mycorrhizal,root_endophyte,,soil,,non-aquatic,,,filamentous_mycelium,none,none,,,,
Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_cylindrospora;sh__SH0030150.10FU,jrk00010,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,,soil_saprotroph,,,,,soil,mold,partly_aquatic,,,filamentous_mycelium,none,none,,,,
Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Oberwinklerozyma,Oberwinklerozyma_yarrowii;sh__SH0156873.10FU,jrk05835,Basidiomycota,Microbotryomycetes,Microbotryomycetes order incertae sedis,Microbotryomycetes family incertae sedis,,unspecified_saprotroph,epiphyte,,,,,,non-aquatic,,,yeast,none,none,,,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bryocentria,Bryocentria_sp;sh__SH0099722.10FU,jrk01208,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,litter_saprotroph,bryophilous,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis_sp;sh__SH0054118.10FU,jrk01853,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,
Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomycetaceae_gen_Incertae_sedis,Spizellomycetaceae_sp;sh__SH0011217.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp;sh__SH0171830.10FU,jrk01540,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,plant_pathogen,litter_saprotroph,ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,soil",,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,
Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomycetaceae_gen_Incertae_sedis,Tetragoniomycetaceae_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Onygenaceae_gen_Incertae_sedis,Onygenaceae_sp;sh__SH0095116.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Claroideoglomus,Claroideoglomus_claroideum;sh__SH0185763.10FU,jrk01817,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,,arbuscular_mycorrhizal,root-associated,,root_endophyte,,,,,,,filamentous_mycelium,none,none,,,,
Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp;sh__SH0009086.10FU,jrk09156,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",mold,non-aquatic,,,filamentous_mycelium,none,none,,,,
Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberales_fam_Incertae_sedis,Ramicandelaberales_gen_Incertae_sedis,Ramicandelaberales_sp;sh__SH0006838.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp;sh__SH0154852.10FU,jrk05302,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0070467.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,Hyalopeziza_nectrioidea;sh__SH0142875.10FU,jrk03955,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0180371.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,jrk02100,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Lepraria,Lepraria_elobata;sh__SH0026250.10FU,jrk04590,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0187278.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum_concrescens;sh__SH0013733.10FU,jrk03977,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,hydnoid,mat,/hydnellum-sarcodon,,
Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_occulta;sh__SH0193584.10FU,jrk04145,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0134779.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp;sh__SH0073870.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0009046.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0013627.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp;sh__SH0062369.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0008560.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0156167.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiales_fam_Incertae_sedis,Erythrobasidiales_gen_Incertae_sedis,Erythrobasidiales_sp;sh__SH0077863.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Stephanosporaceae_gen_Incertae_sedis,Stephanosporaceae_sp;sh__SH0007564.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Triscelophorus_sp;sh__SH0108289.10FU,jrk09059,Ascomycota,Dothideomycetes,Dothideomycetes order incertae sedis,Dothideomycetes family incertae sedis,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,none,,,,,
Basidiobolomycota,Basidiobolomycota_cls_Incertae_sedis,Basidiobolomycota_ord_Incertae_sedis,Basidiobolomycota_fam_Incertae_sedis,Basidiobolomycota_gen_Incertae_sedis,Basidiobolomycota_sp;sh__SH0148538.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp;sh__SH0062378.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
